,Avg. sheep,Avg. wolves
0,101.5940594059406,28.465346534653467
1,100.5049504950495,33.24752475247525
2,85.57425742574257,20.376237623762375
3,179.87128712871288,108.75247524752476
4,104.23762376237623,33.504950495049506
5,107.12871287128714,28.00990099009901
6,103.15841584158416,26.217821782178216
7,174.65346534653466,58.15841584158416
8,197.93069306930693,69.83168316831683
9,71.9009900990099,25.554455445544555
10,180.1089108910891,52.039603960396036
11,182.36633663366337,52.722772277227726
12,138.45544554455446,103.48514851485149
13,174.2871287128713,52.83168316831683
14,253.23762376237624,56.693069306930695
15,277.38613861386136,34.18811881188119
16,393.5742574257426,43.06930693069307
17,345.2277227722772,49.0990099009901
18,255.63366336633663,52.57425742574257
19,183.33663366336634,26.742574257425744
20,229.77227722772278,78.79207920792079
21,277.7227722772277,37.613861386138616
22,206.6039603960396,28.84158415841584
23,215.1881188118812,32.881188118811885
24,214.66336633663366,34.18811881188119
25,269.96039603960395,131.9108910891089
26,246.31683168316832,24.534653465346533
27,201.16831683168317,27.91089108910891
28,140.95049504950495,63.495049504950494
29,133.06930693069307,72.83168316831683
30,148.96039603960395,86.87128712871286
31,157.5148514851485,77.61386138613861
32,170.92079207920793,46.64356435643565
33,147.74257425742573,103.77227722772277
34,110.42574257425743,101.5049504950495
35,218.1881188118812,100.55445544554455
36,186.8019801980198,109.77227722772277
37,189.8910891089109,91.9009900990099
38,146.96039603960395,174.83168316831683
39,151.2970297029703,67.88118811881188
40,248.62376237623764,69.68316831683168
41,210.2871287128713,97.00990099009901
42,253.83168316831683,206.55445544554456
43,221.68316831683168,203.86138613861385
44,243.7128712871287,182.84158415841586
45,138.02970297029702,39.43564356435643
46,155.95049504950495,273.7821782178218
47,224.04950495049505,226.47524752475246
48,304.8811881188119,141.76237623762376
49,117.62376237623762,67.06930693069307
50,110.24752475247524,78.86138613861387
51,233.41584158415841,225.0
52,129.74257425742573,28.861386138613863
53,113.48514851485149,68.78217821782178
54,110.17821782178218,75.60396039603961
55,121.01980198019803,64.60396039603961
56,216.26732673267327,199.13861386138615
57,211.30693069306932,206.24752475247524
58,219.66336633663366,196.76237623762376
59,228.8910891089109,207.9009900990099
60,253.34653465346534,151.0
61,216.5742574257426,91.78217821782178
62,298.9504950495049,122.74257425742574
63,286.7029702970297,37.01980198019802
64,299.9207920792079,51.45544554455446
65,255.0990099009901,47.306930693069305
66,251.23762376237624,57.386138613861384
67,333.8514851485148,84.29702970297029
68,285.970297029703,58.68316831683168
69,290.1188118811881,46.84158415841584
70,120.0,38.881188118811885
71,99.46534653465346,31.405940594059405
72,99.17821782178218,43.93069306930693
73,78.62376237623762,23.91089108910891
74,122.63366336633663,33.08910891089109
75,143.75247524752476,66.9009900990099
76,99.03960396039604,40.396039603960396
77,80.94059405940594,30.653465346534652
78,83.62376237623762,39.56435643564357
79,121.5940594059406,68.18811881188118
80,77.88118811881188,34.16831683168317
81,53.960396039603964,21.73267326732673
82,76.65346534653466,26.762376237623762
83,75.9009900990099,33.960396039603964
84,378.0693069306931,41.584158415841586
85,347.3069306930693,65.70297029702971
86,282.8019801980198,49.73267326732673
87,295.35643564356434,33.851485148514854
88,214.41584158415841,96.43564356435644
89,400.08910891089107,113.74257425742574
90,244.40594059405942,111.34653465346534
91,112.58415841584159,171.1980198019802
92,147.62376237623764,230.32673267326732
93,147.84158415841586,254.26732673267327
94,205.66336633663366,80.31683168316832
95,128.37623762376236,124.73267326732673
96,172.40594059405942,127.2871287128713
97,122.10891089108911,184.2871287128713
98,117.62376237623762,130.54455445544554
99,116.58415841584159,138.11881188118812
100,135.85148514851485,187.17821782178217
101,145.44554455445544,201.7128712871287
102,149.64356435643563,97.61386138613861
103,120.77227722772277,66.63366336633663
104,198.01980198019803,60.881188118811885
105,168.14851485148515,45.94059405940594
106,174.31683168316832,39.772277227722775
107,166.13861386138615,36.02970297029703
108,153.52475247524754,57.40594059405941
109,448.35643564356434,68.27722772277228
110,189.4257425742574,49.06930693069307
111,209.68316831683168,35.24752475247525
112,142.66336633663366,131.54455445544554
113,135.98019801980197,171.77227722772278
114,191.6138613861386,142.9009900990099
115,153.97029702970298,137.01980198019803
116,149.77227722772278,195.66336633663366
117,122.17821782178218,100.06930693069307
118,248.16831683168317,71.81188118811882
119,177.72277227722773,67.10891089108911
120,178.14851485148515,81.73267326732673
121,230.41584158415841,71.60396039603961
122,217.97029702970298,63.24752475247525
123,251.13861386138615,80.57425742574257
124,114.72277227722772,108.32673267326733
125,190.14851485148515,72.76237623762377
126,216.65346534653466,69.10891089108911
127,217.009900990099,70.53465346534654
128,178.78217821782178,80.36633663366337
129,105.79207920792079,38.613861386138616
130,177.53465346534654,102.20792079207921
131,185.84158415841586,94.8019801980198
132,144.01980198019803,118.79207920792079
133,98.91089108910892,40.67326732673267
134,107.93069306930693,42.79207920792079
135,161.37623762376236,110.63366336633663
136,97.66336633663366,34.722772277227726
137,102.5049504950495,39.73267326732673
138,105.74257425742574,29.792079207920793
139,97.54455445544555,41.40594059405941
140,241.47524752475246,141.52475247524754
141,293.7029702970297,115.86138613861387
142,246.32673267326732,91.17821782178218
143,235.01980198019803,127.86138613861387
144,271.71287128712873,116.58415841584159
145,254.0990099009901,131.55445544554456
146,179.6138613861386,202.4851485148515
147,197.06930693069307,105.70297029702971
148,240.52475247524754,131.85148514851485
149,210.93069306930693,108.5049504950495
150,161.3861386138614,152.2970297029703
151,212.5742574257426,95.85148514851485
152,246.8019801980198,60.62376237623762
153,209.94059405940595,92.25742574257426
154,107.00990099009901,16.198019801980198
155,113.97029702970298,12.326732673267326
156,147.5049504950495,20.02970297029703
157,284.7227722772277,16.801980198019802
158,96.65346534653466,31.980198019801982
159,115.44554455445545,17.900990099009903
160,105.52475247524752,16.237623762376238
161,148.85148514851485,112.87128712871286
162,202.93069306930693,88.22772277227723
163,136.87128712871288,56.475247524752476
164,328.96039603960395,50.603960396039604
165,181.23762376237624,72.37623762376238
166,164.23762376237624,88.10891089108911
167,204.75247524752476,97.55445544554455
168,158.30693069306932,18.02970297029703
169,163.26732673267327,23.099009900990097
170,127.4059405940594,22.92079207920792
171,120.6930693069307,24.465346534653467
172,138.0990099009901,26.465346534653467
173,202.46534653465346,115.26732673267327
174,133.2970297029703,24.85148514851485
175,209.11881188118812,74.18811881188118
176,284.51485148514854,90.04950495049505
177,200.1980198019802,44.01980198019802
178,221.32673267326732,67.76237623762377
179,125.58415841584159,26.445544554455445
180,184.21782178217822,116.68316831683168
181,212.95049504950495,70.53465346534654
182,213.76237623762376,221.25742574257427
183,251.72277227722773,171.1881188118812
184,302.6039603960396,264.91089108910893
185,212.43564356435644,201.3861386138614
186,223.34653465346534,220.5049504950495
187,201.84158415841586,111.20792079207921
188,200.56435643564356,209.87128712871288
189,169.34653465346534,125.44554455445545
190,178.9009900990099,141.05940594059405
191,149.13861386138615,152.01980198019803
192,266.66336633663366,145.01980198019803
193,232.4257425742574,305.8910891089109
194,178.75247524752476,130.3960396039604
195,180.4950495049505,149.4257425742574
196,118.93069306930693,31.821782178217823
197,136.3861386138614,25.217821782178216
198,134.72277227722773,25.277227722772277
199,285.13861386138615,79.61386138613861
200,125.22772277227723,44.445544554455445
201,77.12871287128714,19.792079207920793
202,131.0,37.94059405940594
203,120.11881188118812,32.83168316831683
204,99.47524752475248,45.95049504950495
205,72.23762376237623,24.643564356435643
206,135.1881188118812,30.91089108910891
207,160.07920792079207,184.87128712871288
208,125.55445544554455,41.277227722772274
209,130.1881188118812,43.53465346534654
210,146.82178217821783,97.94059405940594
211,154.1881188118812,85.02970297029702
212,154.40594059405942,105.18811881188118
213,115.4950495049505,58.00990099009901
214,254.63366336633663,52.86138613861386
215,186.86138613861385,203.8910891089109
216,186.8019801980198,88.73267326732673
217,144.41584158415841,25.861386138613863
218,170.05940594059405,28.0
219,323.7821782178218,36.42574257425743
220,129.31683168316832,63.98019801980198
221,151.44554455445544,14.346534653465346
222,154.95049504950495,20.554455445544555
223,146.54455445544554,25.861386138613863
224,253.54455445544554,109.04950495049505
225,271.2475247524753,90.64356435643565
226,269.1782178217822,90.41584158415841
227,155.41584158415841,27.15841584158416
228,187.37623762376236,169.02970297029702
229,291.71287128712873,69.83168316831683
230,303.1782178217822,67.46534653465346
231,132.0891089108911,37.95049504950495
232,120.5049504950495,58.51485148514851
233,201.56435643564356,131.4851485148515
234,143.54455445544554,16.485148514851485
235,125.4059405940594,62.06930693069307
236,108.53465346534654,63.92079207920792
237,120.39603960396039,56.00990099009901
238,122.04950495049505,95.06930693069307
239,138.25742574257427,78.05940594059406
240,88.8019801980198,76.86138613861387
241,113.55445544554455,85.38613861386139
242,268.51485148514854,29.752475247524753
243,141.15841584158414,55.960396039603964
244,153.43564356435644,85.84158415841584
245,188.87128712871288,20.653465346534652
246,194.5742574257426,21.02970297029703
247,210.75247524752476,24.059405940594058
248,119.42574257425743,53.0
249,229.12871287128712,42.554455445544555
250,174.65346534653466,23.207920792079207
251,189.64356435643563,24.722772277227723
252,173.73267326732673,68.98019801980197
253,177.45544554455446,71.81188118811882
254,161.92079207920793,35.97029702970297
255,274.7227722772277,143.11881188118812
256,192.13861386138615,60.73267326732673
257,181.83168316831683,48.396039603960396
258,168.9009900990099,64.55445544554455
259,200.27722772277227,124.78217821782178
260,191.73267326732673,153.86138613861385
261,143.27722772277227,47.06930693069307
262,209.3861386138614,120.35643564356435
263,151.8910891089109,123.98019801980197
264,256.5247524752475,84.75247524752476
265,170.5049504950495,142.12871287128712
266,196.15841584158414,77.54455445544555
267,212.04950495049505,77.12871287128714
268,256.009900990099,79.76237623762377
269,172.77227722772278,73.07920792079207
270,213.46534653465346,60.99009900990099
271,212.63366336633663,101.18811881188118
272,197.88118811881188,74.55445544554455
273,278.0792079207921,111.8019801980198
274,210.59405940594058,93.77227722772277
275,283.2772277227723,118.37623762376238
276,284.5247524752475,118.82178217821782
277,219.3861386138614,103.5940594059406
278,287.26732673267327,111.79207920792079
279,306.41584158415844,96.3069306930693
280,218.82178217821783,209.13861386138615
281,214.12871287128712,177.65346534653466
282,208.44554455445544,181.58415841584159
283,221.07920792079207,213.15841584158414
284,317.7227722772277,145.77227722772278
285,152.75247524752476,123.73267326732673
286,363.18811881188117,107.94059405940594
287,307.2277227722772,43.475247524752476
288,316.35643564356434,46.26732673267327
289,311.33663366336634,39.227722772277225
290,245.74257425742573,60.94059405940594
291,353.3960396039604,54.0990099009901
292,251.34653465346534,63.31683168316832
293,287.7227722772277,45.01980198019802
294,145.36633663366337,46.336633663366335
295,148.76237623762376,41.98019801980198
296,157.8019801980198,67.92079207920793
297,158.79207920792078,43.46534653465346
298,145.85148514851485,65.12871287128714
299,148.1881188118812,73.17821782178218
300,150.36633663366337,46.603960396039604
301,139.36633663366337,166.8118811881188
302,122.78217821782178,119.78217821782178
303,130.83168316831683,168.7128712871287
304,196.20792079207922,120.29702970297029
305,129.65346534653466,92.53465346534654
306,156.21782178217822,160.1881188118812
307,143.01980198019803,163.83168316831683
308,138.20792079207922,54.633663366336634
309,185.53465346534654,43.75247524752475
310,155.5742574257426,50.603960396039604
311,118.87128712871286,31.91089108910891
312,125.26732673267327,62.97029702970297
313,195.8019801980198,177.5742574257426
314,133.17821782178217,54.35643564356435
315,136.54455445544554,111.47524752475248
316,133.22772277227722,105.99009900990099
317,146.6138613861386,249.7029702970297
318,158.12871287128712,86.66336633663366
319,105.72277227722772,55.396039603960396
320,134.8910891089109,125.88118811881188
321,129.2871287128713,132.2970297029703
322,126.62376237623762,22.544554455445546
323,130.13861386138615,28.584158415841586
324,118.27722772277228,23.04950495049505
325,253.52475247524754,77.8019801980198
326,119.99009900990099,39.64356435643565
327,114.37623762376238,19.722772277227723
328,129.73267326732673,22.257425742574256
329,180.06930693069307,52.722772277227726
330,185.3960396039604,42.73267326732673
331,108.84158415841584,21.534653465346533
332,197.53465346534654,37.46534653465346
333,203.4851485148515,116.65346534653466
334,220.84158415841586,35.722772277227726
335,182.9009900990099,48.64356435643565
336,212.25742574257427,41.366336633663366
337,228.67326732673268,32.524752475247524
338,207.73267326732673,36.82178217821782
339,251.45544554455446,43.71287128712871
340,177.009900990099,46.881188118811885
341,209.06930693069307,39.42574257425743
342,220.06930693069307,46.48514851485149
343,154.35643564356437,67.78217821782178
344,156.20792079207922,79.3069306930693
345,153.78217821782178,66.82178217821782
346,241.1089108910891,52.603960396039604
347,125.72277227722772,56.82178217821782
348,188.4950495049505,52.366336633663366
349,168.52475247524754,75.98019801980197
350,89.98019801980197,47.32673267326733
351,85.02970297029702,61.504950495049506
352,118.0990099009901,68.43564356435644
353,123.43564356435644,119.75247524752476
354,96.44554455445545,23.14851485148515
355,92.61386138613861,40.039603960396036
356,88.39603960396039,44.07920792079208
357,199.96039603960395,83.57425742574257
358,161.1089108910891,47.84158415841584
359,130.63366336633663,23.603960396039604
360,137.4257425742574,158.76237623762376
361,211.26732673267327,76.37623762376238
362,191.15841584158414,87.12871287128714
363,219.98019801980197,62.386138613861384
364,209.7029702970297,192.82178217821783
365,188.86138613861385,193.72277227722773
366,198.31683168316832,196.76237623762376
367,167.0891089108911,36.75247524752475
368,314.94059405940595,150.31683168316832
369,212.41584158415841,234.96039603960395
370,251.5049504950495,199.58415841584159
371,160.77227722772278,34.45544554455446
372,178.15841584158414,37.46534653465346
373,270.96039603960395,179.7128712871287
374,161.6039603960396,35.67326732673267
375,159.96039603960395,28.81188118811881
376,162.72277227722773,29.376237623762375
377,168.97029702970298,27.04950495049505
378,171.1881188118812,87.23762376237623
379,170.13861386138615,67.93069306930693
380,156.43564356435644,73.66336633663366
381,212.33663366336634,111.81188118811882
382,165.5049504950495,88.92079207920793
383,142.9108910891089,83.08910891089108
384,172.31683168316832,79.86138613861387
385,221.92079207920793,48.82178217821782
386,208.93069306930693,54.08910891089109
387,156.40594059405942,53.663366336633665
388,184.30693069306932,71.73267326732673
389,208.9009900990099,67.11881188118812
390,186.5742574257426,51.28712871287129
391,199.45544554455446,57.53465346534654
392,152.04950495049505,42.64356435643565
393,161.16831683168317,55.53465346534654
394,173.85148514851485,38.64356435643565
395,86.54455445544555,29.861386138613863
396,169.53465346534654,35.65346534653465
397,180.98019801980197,72.39603960396039
398,176.8118811881188,37.26732673267327
399,111.5940594059406,33.43564356435643
400,106.38613861386139,37.98019801980198
401,189.2970297029703,74.14851485148515
402,103.06930693069307,40.98019801980198
403,100.63366336633663,23.455445544554454
404,111.00990099009901,38.51485148514851
405,106.31683168316832,35.851485148514854
406,236.74257425742573,97.56435643564356
407,228.4257425742574,99.6930693069307
408,236.4851485148515,78.4950495049505
409,279.63366336633663,107.51485148514851
410,131.87128712871288,211.64356435643563
411,240.13861386138615,74.55445544554455
412,260.43564356435644,86.25742574257426
413,161.87128712871288,170.15841584158414
414,148.83168316831683,182.75247524752476
415,135.4851485148515,148.17821782178217
416,246.46534653465346,73.3069306930693
417,135.54455445544554,213.95049504950495
418,143.47524752475246,170.64356435643563
419,127.1980198019802,173.01980198019803
420,145.83168316831683,252.4257425742574
421,128.3861386138614,257.51485148514854
422,133.92079207920793,206.72277227722773
423,190.74257425742573,345.8217821782178
424,164.8910891089109,235.5148514851485
425,94.62376237623762,51.67326732673267
426,151.5148514851485,249.34653465346534
427,112.15841584158416,63.92079207920792
428,132.47524752475246,68.15841584158416
429,107.06930693069307,57.53465346534654
430,102.39603960396039,89.37623762376238
431,192.6039603960396,256.43564356435644
432,111.83168316831683,75.11881188118812
433,139.77227722772278,65.41584158415841
434,172.52475247524754,41.277227722772274
435,165.04950495049505,36.475247524752476
436,150.45544554455446,43.91089108910891
437,118.8019801980198,40.881188118811885
438,163.13861386138615,31.376237623762375
439,229.72277227722773,105.41584158415841
440,175.6039603960396,45.93069306930693
441,259.009900990099,68.87128712871286
442,191.1980198019802,50.12871287128713
443,325.08910891089107,111.14851485148515
444,224.73267326732673,92.08910891089108
445,197.87128712871288,20.88118811881188
446,265.28712871287127,65.91089108910892
447,247.14851485148515,84.4950495049505
